0	0.0337	ebf35f9386a5df7df2aa776fcd795375 53d0a67bb2f3674ccd370068b4940d1d 1eb038580e2f65f72bf56577d7c1f653 eb984cd39f375bcbf0750dd0a3b238a0 98443e52409b76b4e0df3e20655e1717 8946a165b8331f1e3513876c0736a173 23cd19ad0c01c3e72f5b6084a9fd032c 9b9f8febf0a7942ffafba29cc8f6670a 06e0899e92ee219581cc8456c83d2caa fa5c29e87c59af97fc2a1e904dcb142a 
1	0.0192	7eb68c2ff12bb8a0a46d036c37f8f26e d2799e7f1848812571eda30d70e08247 0353696e93208642c43304a55b9f669e fadbe46e484a1bde2f4b86a3359122bf d751fb97fd30707aa0d376c9cb91e273 c05a1ed177bc599dae145f9e981159d1 e05e6914d635283ed47cdd69758bcd4e c18f70c811619010f200cc72a82055d9 8705cae19de1fd8bb8e3dcace25c55fc 8488b258fa1c3a2a24b3ea1f720280a7 
2	0.18941	dc289326322ca905a18a428aa6ac07c6 c6af4b65b2f25b905461f80f13b89edd 407ffed65b49db7a82c6398d85ef7e51 7861982353724a7b460260026f130273 f833b764cc9b8f4211a379a8f757ed94 382206ced7a4bb951cbbec5a8703e65a 3f8018e35043db82841f695939b95ece 3db8be6b39a26b428c474a2b83d1df28 ee5de2087abf46f7234acd8b260c29e1 e24a8f2b557607b3d56e6da1ace4d561 
3	0.01141	2391f674794888a2c33d6dcc9eb3941d 573117a7d0fd09ad1ec9e836e7837be4 7ebeae7195a9f372afdc9d94744cc349 5a39cd823113d347dbaeb8c36ff20c57 000e7e9538b3a3f4066e3f4702c5d9b5 e327c13721ea74be55a7e68e9ecfe03e 382206ced7a4bb951cbbec5a8703e65a 73832978364dc93aef28d658c9adfbff 23228949aeaae6a2718992cbaec5e72d 39f8c47f7a4de4224fdbc7591851aab4 
4	0.00648	dc289326322ca905a18a428aa6ac07c6 f67379a0fba5b05a53d8e1e222743e71 15c8452d5c98f431a5aa0afd64d5ee3d a56706634cc2a27c0f869184225926d6 d6e84066aa606332b55632273f138f64 30966d1ba7b18c56e18e8fe46912f43c 46ffbd705840c52f541e27d8c9a57f9b 140e606ed93f985b0bda66691036c07a 10a4773035d15a45c95fca099626c8de c6af4b65b2f25b905461f80f13b89edd 
5	0.14549	b899e06ce03c79ef25074455cb126351 5deacbc7e74c96610e847640894741b7 382206ced7a4bb951cbbec5a8703e65a 3aa2681f0e582876b44e28361b437bb5 a2022672edb3a9341f046d38371a19ab b6df9d5080434f22f5ad9c540693f6d9 40ef447ffe45545f16b0a6b200c28c04 15e08a6d126f7c53b453d4d2c4c32b30 c6af4b65b2f25b905461f80f13b89edd 38d8e674c2e51549dabb851bc691037e 
6	0.02932	dc289326322ca905a18a428aa6ac07c6 ba8555d06fb77338b939c091771aae1e a715cc73c0f94ed7effe623e2be56bd2 0e40e5515b3857da1a1abc79fadae596 5b79cf6d5a5a9bf0bb866aed449eff44 32388ee823a9d70acc3c73a80417d823 9b6102f7d54e380b43ba42a474caa5a6 13826828bca4628eee99922784c7a709 e4be584250495d1cf1ff38f5200f2774 134906bf69a017cdd2c0aca70f4735d0 
7	0.03117	3aa2681f0e582876b44e28361b437bb5 1ee97e87748a1bfb4833299fe90a75df 382206ced7a4bb951cbbec5a8703e65a 5a39cd823113d347dbaeb8c36ff20c57 f833b764cc9b8f4211a379a8f757ed94 f51cb67f5a3e7aedaa3ff1d5605100ef 000e7e9538b3a3f4066e3f4702c5d9b5 320ec27d6b262e791454d7fae30c4721 df1b98fae0e65dd1991b13deee6af477 f8dc0e9f272ee9f9b827f9089f303f68 
8	0.02723	dc289326322ca905a18a428aa6ac07c6 87624cf95e61dd0ce58bab24686f1eb4 5b79cf6d5a5a9bf0bb866aed449eff44 ffc0856b73d122f20258112b2f82cf4e 407ffed65b49db7a82c6398d85ef7e51 3f8018e35043db82841f695939b95ece 2b5b74eefb96cbb3231edaae94d94e03 ba8555d06fb77338b939c091771aae1e b899e06ce03c79ef25074455cb126351 02614ca7ecabd2039ee322d1c2bfbeac 
9	0.01014	8415141e03996c7309d7d1fd8aee6967 7ebeae7195a9f372afdc9d94744cc349 7253c0f3989180f5b68f83c04ecfbda2 3aa2681f0e582876b44e28361b437bb5 b5bef85572d58e4a0dc221cf2c87bdbd 382206ced7a4bb951cbbec5a8703e65a 407ffed65b49db7a82c6398d85ef7e51 dc289326322ca905a18a428aa6ac07c6 f833b764cc9b8f4211a379a8f757ed94 0828833c93fc876e0628c63fccb427c5 
