0	0.00782	573117a7d0fd09ad1ec9e836e7837be4 7ebeae7195a9f372afdc9d94744cc349 000e7e9538b3a3f4066e3f4702c5d9b5 382206ced7a4bb951cbbec5a8703e65a 3aa2681f0e582876b44e28361b437bb5 ebf35f9386a5df7df2aa776fcd795375 b7f1bb0bd76989c52f05e110f659cc72 1732a53ac78ace1e6a3fdaf9f47aa40b ca1659b0044a6a36e3759e01f467788d f833b764cc9b8f4211a379a8f757ed94 
1	0.00519	2391f674794888a2c33d6dcc9eb3941d 5a39cd823113d347dbaeb8c36ff20c57 7ebeae7195a9f372afdc9d94744cc349 e327c13721ea74be55a7e68e9ecfe03e 73832978364dc93aef28d658c9adfbff 23228949aeaae6a2718992cbaec5e72d 39f8c47f7a4de4224fdbc7591851aab4 6f3efa0801ea1c0d471a6d477082e37e 7eb68c2ff12bb8a0a46d036c37f8f26e f8ef20dba1cf868344601767f53afb95 
2	0.01186	39ba2e39fb450fcd99bd093f95074815 d4415d1116cb9ac5b18058f62325ef88 c05a1ed177bc599dae145f9e981159d1 6d0af91e61f1199de749c2f5baacf732 359dc0ea9465ad10939eaa78e25e2a44 aba70dc9b7e7abcc8804b4bdf63153d3 eb984cd39f375bcbf0750dd0a3b238a0 b4e2f5b2efe8e230a1e22e743d9faca6 8488b258fa1c3a2a24b3ea1f720280a7 ab95fc3f10ced287fbbc428046ada895 
3	0.00317	dc289326322ca905a18a428aa6ac07c6 b7f1bb0bd76989c52f05e110f659cc72 b899e06ce03c79ef25074455cb126351 c36f9ec8ec111e6866f0537fb92a461e 18fdc96e28e98f0f6f217ad953a4ff85 1e70522d4d15b040d5c8f668d0ce82ab 044e67843e44379dfec36479401963d2 043b711960766471094aff70e5540ea3 000e7e9538b3a3f4066e3f4702c5d9b5 ffbacbf62d57b1a0bec0d441ef523801 
4	0.0334	0e40e5515b3857da1a1abc79fadae596 30966d1ba7b18c56e18e8fe46912f43c ba8555d06fb77338b939c091771aae1e 140e606ed93f985b0bda66691036c07a a56706634cc2a27c0f869184225926d6 b964fd29491bca25da6925b2de7cf0b5 10a4773035d15a45c95fca099626c8de 15c8452d5c98f431a5aa0afd64d5ee3d 0d87d31128d1155137124994c57c753d a213991269f83c3cf8ddb570e9c74a0f 
5	0.04844	382206ced7a4bb951cbbec5a8703e65a 7eb68c2ff12bb8a0a46d036c37f8f26e 1ee97e87748a1bfb4833299fe90a75df f833b764cc9b8f4211a379a8f757ed94 df1b98fae0e65dd1991b13deee6af477 320ec27d6b262e791454d7fae30c4721 40ef447ffe45545f16b0a6b200c28c04 593076ee208d72ec57e82291506047d8 b2eccaa5e6d935959f9905e322af7e6f b899e06ce03c79ef25074455cb126351 
6	0.09735	7ebeae7195a9f372afdc9d94744cc349 8705cae19de1fd8bb8e3dcace25c55fc 5deacbc7e74c96610e847640894741b7 382206ced7a4bb951cbbec5a8703e65a a2022672edb3a9341f046d38371a19ab c6c3ce9b7766f1553ce00f9f199d69af 8f126fb901dc8c6190e73a8c858a3ed5 f833b764cc9b8f4211a379a8f757ed94 874e05ac52d42f4493363133b65b10b6 0e40e5515b3857da1a1abc79fadae596 
7	0.06082	b7f1bb0bd76989c52f05e110f659cc72 1c74dd185ef40c9451908017b32caa37 eb984cd39f375bcbf0750dd0a3b238a0 fa87a3ed888b44bab9d77e04cbb99665 407ffed65b49db7a82c6398d85ef7e51 a2022672edb3a9341f046d38371a19ab 23cd19ad0c01c3e72f5b6084a9fd032c f833b764cc9b8f4211a379a8f757ed94 955e6ecad433954957f413cf2678c03b 9c9aeb3fa385297abf2cbddba280507f 
8	0.01426	53d0a67bb2f3674ccd370068b4940d1d 1eb038580e2f65f72bf56577d7c1f653 98443e52409b76b4e0df3e20655e1717 8946a165b8331f1e3513876c0736a173 9b9f8febf0a7942ffafba29cc8f6670a 06e0899e92ee219581cc8456c83d2caa fa5c29e87c59af97fc2a1e904dcb142a ead371fd5e50acc3066f1911750076a4 ca240438eb45f4db2778d1387a6f5ccc 9c914de0e734093968848584cd6bb008 
9	0.0207	dc289326322ca905a18a428aa6ac07c6 87624cf95e61dd0ce58bab24686f1eb4 5b79cf6d5a5a9bf0bb866aed449eff44 ffc0856b73d122f20258112b2f82cf4e b899e06ce03c79ef25074455cb126351 407ffed65b49db7a82c6398d85ef7e51 3f8018e35043db82841f695939b95ece 9b6102f7d54e380b43ba42a474caa5a6 02614ca7ecabd2039ee322d1c2bfbeac ba8555d06fb77338b939c091771aae1e 
10	0.14116	b899e06ce03c79ef25074455cb126351 3aa2681f0e582876b44e28361b437bb5 dc289326322ca905a18a428aa6ac07c6 a2022672edb3a9341f046d38371a19ab 382206ced7a4bb951cbbec5a8703e65a b6df9d5080434f22f5ad9c540693f6d9 15e08a6d126f7c53b453d4d2c4c32b30 38d8e674c2e51549dabb851bc691037e 40ef447ffe45545f16b0a6b200c28c04 b7f1bb0bd76989c52f05e110f659cc72 
11	0.02001	b7f1bb0bd76989c52f05e110f659cc72 7ebeae7195a9f372afdc9d94744cc349 5deacbc7e74c96610e847640894741b7 1ee97e87748a1bfb4833299fe90a75df a2655d7f6d4cd129b83b13612850640c 2d032f5522b1ff260c02dd5e55659424 382206ced7a4bb951cbbec5a8703e65a b899e06ce03c79ef25074455cb126351 15e08a6d126f7c53b453d4d2c4c32b30 093b712d2c0d695a2b0d5dd6bc5b4b29 
12	0.01026	8415141e03996c7309d7d1fd8aee6967 7ebeae7195a9f372afdc9d94744cc349 7253c0f3989180f5b68f83c04ecfbda2 3aa2681f0e582876b44e28361b437bb5 b5bef85572d58e4a0dc221cf2c87bdbd 407ffed65b49db7a82c6398d85ef7e51 382206ced7a4bb951cbbec5a8703e65a 5deacbc7e74c96610e847640894741b7 dc289326322ca905a18a428aa6ac07c6 0828833c93fc876e0628c63fccb427c5 
13	0.03488	dc289326322ca905a18a428aa6ac07c6 ba8555d06fb77338b939c091771aae1e a715cc73c0f94ed7effe623e2be56bd2 5b79cf6d5a5a9bf0bb866aed449eff44 7861982353724a7b460260026f130273 32388ee823a9d70acc3c73a80417d823 2b5b74eefb96cbb3231edaae94d94e03 0e40e5515b3857da1a1abc79fadae596 13826828bca4628eee99922784c7a709 134906bf69a017cdd2c0aca70f4735d0 
14	0.23017	dc289326322ca905a18a428aa6ac07c6 407ffed65b49db7a82c6398d85ef7e51 b7f1bb0bd76989c52f05e110f659cc72 3f8018e35043db82841f695939b95ece f833b764cc9b8f4211a379a8f757ed94 b899e06ce03c79ef25074455cb126351 3159970ba6cd043d07d833318305daf5 3aa2681f0e582876b44e28361b437bb5 9c7f7265c50ca8aff239953a156a7c54 8756c55afa74ef98573f566cfa8e3dbb 
15	0.00871	5a39cd823113d347dbaeb8c36ff20c57 f51cb67f5a3e7aedaa3ff1d5605100ef 000e7e9538b3a3f4066e3f4702c5d9b5 15c8452d5c98f431a5aa0afd64d5ee3d f8dc0e9f272ee9f9b827f9089f303f68 7d06e4b5c1ca40468ec20967d7bbe8ae 4b3479899fbc8bab9a8b4a133427b9ae 00f28bf2e6bd72bdd9ef94dd26f69207 14875d65e7ef7e867f31e4d23e11ab72 80d727f87025347eea7a9b59ea308f63 
16	0.04726	3aa2681f0e582876b44e28361b437bb5 ebf35f9386a5df7df2aa776fcd795375 1ee97e87748a1bfb4833299fe90a75df fa87a3ed888b44bab9d77e04cbb99665 2f84a68e931151b51722cd311fbd673d 382206ced7a4bb951cbbec5a8703e65a b5646a6385b5a42acf95665e0a0e2835 f833b764cc9b8f4211a379a8f757ed94 f4382d17876ac32fc7fe35c41d11bf3e 7ebeae7195a9f372afdc9d94744cc349 
17	0.00591	d2799e7f1848812571eda30d70e08247 0353696e93208642c43304a55b9f669e 7ebeae7195a9f372afdc9d94744cc349 fadbe46e484a1bde2f4b86a3359122bf d751fb97fd30707aa0d376c9cb91e273 c05a1ed177bc599dae145f9e981159d1 e05e6914d635283ed47cdd69758bcd4e c18f70c811619010f200cc72a82055d9 8705cae19de1fd8bb8e3dcace25c55fc 8488b258fa1c3a2a24b3ea1f720280a7 
18	0.03178	c6af4b65b2f25b905461f80f13b89edd dc289326322ca905a18a428aa6ac07c6 b7f1bb0bd76989c52f05e110f659cc72 ee5de2087abf46f7234acd8b260c29e1 e24a8f2b557607b3d56e6da1ace4d561 3db8be6b39a26b428c474a2b83d1df28 07f078b7d71b21e09a53cc9cd6ec6bc9 f833b764cc9b8f4211a379a8f757ed94 fa87a3ed888b44bab9d77e04cbb99665 b5bef85572d58e4a0dc221cf2c87bdbd 
19	0.00536	dc289326322ca905a18a428aa6ac07c6 f67379a0fba5b05a53d8e1e222743e71 15c8452d5c98f431a5aa0afd64d5ee3d a56706634cc2a27c0f869184225926d6 d6e84066aa606332b55632273f138f64 46ffbd705840c52f541e27d8c9a57f9b 30966d1ba7b18c56e18e8fe46912f43c 140e606ed93f985b0bda66691036c07a 10a4773035d15a45c95fca099626c8de 4b3479899fbc8bab9a8b4a133427b9ae 
